CustomerID,FullName,Gender,DOB,City,Country,Email,Phone,JoinDate
CUST0056,Obinna Olatunji,Male,25/06/2002,Kano,Nigeria,obinna.olatunji@gmail.com,08184677378,06/03/2022
CUST0057,Ahmed Afolayan,Male,23/06/1993,Akure,Nigeria,ahmed.afolayan@yahoo.com,09058404499,13/09/2022
CUST0058,Chiamaka Chima,Female,14/06/2003,Warri,Nigeria,chiamaka.chima@outlook.com,09075339636,16/01/2023
CUST0059,Olamide Sani,Male,15/03/1994,Maiduguri,Nigeria,olamide.sani@hotmail.com,08070289517,28/11/2024
CUST0060,Samuel Olatunji,Male,28/05/1992,Warri,Nigeria,samuel.olatunji1@yahoo.com,08017459615,04/03/2017
CUST0061,Bukola Ojo,Female,22/03/1963,Maiduguri,Nigeria,bukola.ojo@gmail.com,08131611724,26/01/2023
CUST0062,Chinedu Nwankwo,Male,30/01/1976,Abuja,Nigeria,chinedu.nwankwo@outlook.com,09092221969,16/04/2020
CUST0063,John Olatunji,Male,01/06/1970,Onitsha,Nigeria,john.olatunji@hotmail.com,07074821759,10/08/2018
CUST0064,Ijeoma Balogun,Female,01/12/1997,Aba,Nigeria,ijeoma.balogun@outlook.com,09013695944,15/02/2022
CUST0065,Obinna Owolabi,Male,12/05/1960,Uyo,Nigeria,obinna.owolabi@gmail.com,08139533942,30/01/2020
CUST0066,Oluwatobi Ojo,Male,17/05/1995,Abuja,Nigeria,oluwatobi.ojo@hotmail.com,08014562328,19/06/2020
CUST0067,Hadiza Lawal,Female,12/07/1971,Aba,Nigeria,hadiza.lawal@hotmail.com,08117123685,05/11/2018
CUST0068,Nnamdi Suleiman,Male,26/01/1984,Lagos,Nigeria,nnamdi.suleiman@gmail.com,08196513709,20/12/2019
CUST0069,Bimpe Umar,Female,02/09/1965,Benin City,Nigeria,bimpe.umar@hotmail.com,09012004711,06/04/2024
CUST0070,Oluwatobi Johnson,Male,07/05/1980,Ibadan,Nigeria,oluwatobi.johnson@outlook.com,09169261796,11/05/2021
CUST0071,Aisha Abubakar,Female,21/11/1979,Owerri,Nigeria,aisha.abubakar@hotmail.com,07058506431,09/06/2019
CUST0072,Zainab Owolabi,Female,30/11/1961,Kaduna,Nigeria,zainab.owolabi@gmail.com,08093183933,13/03/2024
CUST0073,Sade Chima,Female,08/06/1972,Akure,Nigeria,sade.chima@yahoo.com,08010205395,12/01/2017
CUST0074,Segun Ogunleye,Male,09/04/1993,Abuja,Nigeria,segun.ogunleye@hotmail.com,09075891783,04/06/2018
CUST0075,Mubarak Ahmed,Male,18/07/1980,Sokoto,Nigeria,mubarak.ahmed@gmail.com,09061771159,20/05/2020
CUST0076,Ibrahim Chima,Male,04/03/1989,Aba,Nigeria,ibrahim.chima@hotmail.com,09089611836,02/01/2024
CUST0077,Uduak Adeyemi,Female,11/02/1997,Calabar,Nigeria,uduak.adeyemi@hotmail.com,08165452711,20/10/2020
CUST0078,Ibrahim Balogun,Male,06/06/1993,Kano,Nigeria,ibrahim.balogun@yahoo.com,09185165604,08/05/2025
CUST0079,Adaeze Bello,Female,17/07/1969,Onitsha,Nigeria,adaeze.bello@yahoo.com,07058514936,10/09/2022
CUST0080,Kingsley Olatunji,Male,03/02/1968,Aba,Nigeria,kingsley.olatunji@outlook.com,08150229612,29/04/2017
CUST0081,Ibrahim Sani,Male,15/11/1976,Sokoto,Nigeria,ibrahim.sani@hotmail.com,08159910229,01/06/2019
CUST0082,Kehinde Musa,Male,10/09/1989,Aba,Nigeria,kehinde.musa@hotmail.com,08138156149,20/12/2021
CUST0083,Hadiza Owolabi,Female,21/11/1969,Jos,Nigeria,hadiza.owolabi@hotmail.com,,06/07/2017
CUST0084,Babatunde Afolayan,Male,03/12/1982,Ibadan,Nigeria,babatunde.afolayan@outlook.com,,28/07/2025
CUST0085,Ngozi Chima,Female,23/08/1980,Uyo,Nigeria,ngozi.chima@outlook.com,07060715969,22/12/2022
CUST0086,Oluwaseun Ojo,Female,02/03/1965,Calabar,Nigeria,oluwaseun.ojo@hotmail.com,09175161369,31/03/2020
CUST0087,Hadiza Musa,Female,15/06/1993,Uyo,Nigeria,hadiza.musa@outlook.com,07081883552,24/06/2020
CUST0088,Yakubu Chima,Male,13/10/1967,Aba,Nigeria,yakubu.chima@yahoo.com,08077997995,20/03/2019
CUST0089,Amaka Onyeka,Female,02/11/1979,Port Harcourt,Nigeria,amaka.onyeka@outlook.com,08181477005,05/04/2022
CUST0090,Zainab Ojo,Female,28/06/2005,Port Harcourt,Nigeria,zainab.ojo@hotmail.com,07079359782,25/11/2023
CUST0091,Peter Bello,Male,26/07/1967,Ilorin,Nigeria,peter.bello@yahoo.com,09088925546,04/01/2025
CUST0092,Sade Nwankwo,Female,27/05/1995,Akure,Nigeria,sade.nwankwo@outlook.com,09044925192,03/08/2017
CUST0093,Temilade Ojo,Female,10/09/1986,Uyo,Nigeria,temilade.ojo@gmail.com,08128168505,13/06/2018
CUST0094,Ngozi Afolayan,Female,17/08/2003,Ilorin,Nigeria,ngozi.afolayan@yahoo.com,07041888059,05/08/2025
CUST0095,Kingsley Suleiman,Male,10/02/1968,Ibadan,Nigeria,kingsley.suleiman@yahoo.com,,27/10/2018
CUST0096,Olamide Sani,Female,22/05/1987,Benin City,Nigeria,olamide.sani@outlook.com,08083473597,25/12/2021
CUST0097,Sade Okoye,Female,29/08/1983,Uyo,Nigeria,sade.okoye@hotmail.com,09124075818,22/08/2022
CUST0098,Babatunde Musa,Male,26/02/1980,Enugu,Nigeria,babatunde.musa@yahoo.com,08075060685,23/01/2020
CUST0099,Ahmed Musa,Male,06/04/1961,Owerri,Nigeria,ahmed.musa@outlook.com,08122047277,09/07/2019
CUST0100,Oluwatobi Musa,Male,03/09/1969,Lagos,Nigeria,oluwatobi.musa@yahoo.com,09161434103,15/11/2019
CUST0101,Ijeoma Ahmed,Female,26/10/1962,Akure,Nigeria,ijeoma.ahmed@gmail.com,09108932460,16/02/2022
CUST0102,Hauwa Peter,Female,20/10/1989,Calabar,Nigeria,hauwa.peter@gmail.com,09188880670,07/02/2019
CUST0103,Adaeze Ogunleye,Female,16/05/1995,Lagos,Nigeria,adaeze.ogunleye@gmail.com,07095205852,02/01/2021
CUST0104,Oluwaseun Ikechukwu,Female,30/10/1962,Enugu,Nigeria,oluwaseun.ikechukwu@hotmail.com,08005486874,07/07/2018
CUST0105,Chukwudi Ojo,Male,05/01/1976,Kaduna,Nigeria,chukwudi.ojo@gmail.com,07056676527,17/03/2020
CUST0106,Adaeze Olatunji,Female,09/12/1995,Sokoto,Nigeria,adaeze.olatunji@gmail.com,09128451154,29/12/2019
CUST0107,Joy Umar,Female,10/12/1990,Calabar,Nigeria,joy.umar@hotmail.com,,14/11/2018
CUST0108,Amina Balogun,Female,22/02/1965,Aba,Nigeria,amina.balogun@gmail.com,09120297021,04/03/2024
CUST0109,Chukwudi Ojo,Male,04/03/1977,Owerri,Nigeria,chukwudi.ojo1@gmail.com,08157192856,23/01/2021
CUST0110,Ijeoma Ogunleye,Female,28/02/1961,Benin City,Nigeria,ijeoma.ogunleye@yahoo.com,09114473947,10/04/2018
CUST0111,Yakubu Chima,Male,29/09/1967,Port Harcourt,Nigeria,yakubu.chima@hotmail.com,08151884422,26/01/2022
CUST0112,Hadiza Adeyemi,Female,13/07/1995,Kano,Nigeria,hadiza.adeyemi@yahoo.com,08189578291,04/04/2019
CUST0113,Babatunde Suleiman,Male,07/11/1996,Maiduguri,Nigeria,babatunde.suleiman@hotmail.com,08117785289,24/11/2022
CUST0114,Chukwudi Chima,Male,07/11/2000,Calabar,Nigeria,chukwudi.chima@gmail.com,08122535841,22/08/2022
CUST0115,Fatima Ojo,Female,12/08/1965,Abeokuta,Nigeria,fatima.ojo@outlook.com,08099229959,30/01/2020
CUST0116,Obinna Onwudiwe,Male,14/01/1962,Lagos,Nigeria,obinna.onwudiwe@outlook.com,09090784473,29/11/2017
CUST0117,Temilade Onyeka,Female,17/05/1965,Port Harcourt,Nigeria,temilade.onyeka@yahoo.com,08059255562,21/09/2024
CUST0118,Hadiza Johnson,Female,04/11/1970,Kano,Nigeria,hadiza.johnson@hotmail.com,08010469632,31/07/2020
CUST0119,Bimpe Peter,Female,25/03/1994,Ilorin,Nigeria,bimpe.peter@yahoo.com,09047016873,17/02/2019
CUST0120,Ifeanyi Ibrahim,Male,14/08/1972,Abuja,Nigeria,ifeanyi.ibrahim@hotmail.com,09048016245,27/07/2017
CUST0121,Adaeze Obi,Female,31/07/1985,Uyo,Nigeria,adaeze.obi@yahoo.com,09087849912,29/07/2017
CUST0122,Ahmed Ibrahim,Male,19/10/1992,Ilorin,Nigeria,ahmed.ibrahim@yahoo.com,09100025787,04/04/2023
CUST0123,Kingsley Ajayi,Male,17/09/1974,Sokoto,Nigeria,kingsley.ajayi@outlook.com,08195888794,27/07/2018
CUST0124,Titi Okafor,Female,23/03/1990,Owerri,Nigeria,titi.okafor@gmail.com,07097499309,18/09/2020
CUST0125,Ngozi Lawal,Female,09/02/1994,Akure,Nigeria,ngozi.lawal@yahoo.com,09113075626,08/09/2025
CUST0126,Abdul Lawal,Male,25/02/1999,Akure,Nigeria,abdul.lawal@gmail.com,09157865278,16/04/2022
CUST0127,Khadija Ibrahim,Female,09/06/2003,Aba,Nigeria,khadija.ibrahim@yahoo.com,08134437575,04/11/2023
CUST0128,Temilade Bello,Female,23/01/1994,Onitsha,Nigeria,temilade.bello@hotmail.com,08040415747,03/08/2024
CUST0129,Kelechi Umeh,Male,07/11/2001,Abeokuta,Nigeria,kelechi.umeh@outlook.com,09133083301,16/01/2020
CUST0130,Bukola Abubakar,Female,22/07/1990,Maiduguri,Nigeria,bukola.abubakaryahoo.com,08067734540,16/02/2018
CUST0131,Taiwo Peter,Male,07/05/1963,Benin City,Nigeria,taiwo.peter@yahoo.com,07067240049,01/01/2023
CUST0132,Haruna Nwankwo,Male,07/10/1988,Jos,Nigeria,haruna.nwankwo@hotmail.com,09174315274,05/02/2022
CUST0133,Emeka Sani,Male,20/06/1986,Ilorin,Nigeria,emeka.sani1@yahoo.com,09068516122,13/11/2025
CUST0134,Bukola Olatunji,Female,12/09/1971,Benin City,Nigeria,bukola.olatunji@hotmail.com,08149904530,28/01/2017
CUST0135,Peter Okoye,Male,10/10/1990,Enugu,Nigeria,peter.okoye@outlook.com,08159332727,19/07/2021
CUST0136,Ruth Abubakar,Female,21/12/1993,Abeokuta,Nigeria,ruth.abubakar1@yahoo.com,09118785191,13/04/2022
CUST0137,Obinna Johnson,Male,09/09/1985,Sokoto,Nigeria,obinna.johnson@yahoo.com,09013971870,09/04/2019
CUST0138,Amaka Lawal,Female,18/04/1985,Calabar,Nigeria,amaka.lawal@gmail.com,08106403910,15/02/2022
CUST0139,Adaeze Abubakar,Female,28/05/1965,Port Harcourt,Nigeria,adaeze.abubakar@gmail.com,08162265676,26/01/2023
CUST0140,Zainab Owolabi,Female,25/04/1989,Abeokuta,Nigeria,zainab.owolabi@outlook.com,09082300478,29/06/2018
CUST0141,Khadija Suleiman,Female,29/08/1980,Benin City,Nigeria,khadija.suleiman@outlook.com,07006903311,11/10/2019
CUST0142,Peter Umar,Male,21/03/1993,Abuja,Nigeria,peter.umar@gmail.com,08002843959,30/09/2019
CUST0143,Hauwa Okoye,Female,31/10/1979,Ibadan,Nigeria,hauwa.okoye@hotmail.com,,28/05/2024
CUST0144,Taiwo Owolabi,Male,18/06/2004,Calabar,Nigeria,taiwo.owolabi@gmail.com,09085662462,27/03/2023
CUST0145,Hauwa Onwudiwe,Female,19/06/1998,Benin City,Nigeria,hauwa.onwudiwe@yahoo.com,09166882634,16/05/2020
CUST0146,Olamide Ojo,Male,31/12/1997,Port Harcourt,Nigeria,olamide.ojo@outlook.com,08004699013,17/01/2022
CUST0147,John Afolayan,Male,09/10/2000,Ilorin,Nigeria,john.afolayan@gmail.com,07073936385,26/05/2020
CUST0148,Maryam Onyeka,Female,25/03/1992,Abeokuta,Nigeria,maryam.onyeka@outlook.com,09071753556,11/04/2024
CUST0149,Ifeanyi Onwudiwe,Male,02/02/1973,Benin City,Nigeria,ifeanyi.onwudiwe@gmail.com,09164235369,25/04/2025
CUST0150,John Johnson,Male,29/03/1994,Ilorin,Nigeria,john.johnson@hotmail.com,09072522872,21/11/2019
CUST0151,Samuel Obi,Male,08/05/1964,Port Harcourt,Nigeria,samuel.obi@gmail.com,08012038750,30/06/2024
CUST0152,Olamide Ikechukwu,Female,15/11/1983,Lagos,Nigeria,olamide.ikechukwuhotmail.com,08184086211,28/01/2017
CUST0153,Uche Afolayan,Male,24/08/1982,Akure,Nigeria,uche.afolayan@outlook.com,08167933410,27/11/2022
CUST0154,Ahmed Suleiman,Male,14/09/2002,Uyo,Nigeria,ahmed.suleiman@gmail.com,07076591803,14/03/2023
CUST0155,Oluwatobi Onwudiwe,Male,28/02/1972,Onitsha,Nigeria,oluwatobi.onwudiwe@gmail.com,08189025039,02/05/2022
CUST0156,Chukwudi Umeh,Male,04/06/1973,Uyo,Nigeria,chukwudi.umeh@yahoo.com,09085621850,12/11/2017
CUST0157,Abdul Adeyemi,Male,23/02/1987,Port Harcourt,Nigeria,abdul.adeyemi@hotmail.com,08177358662,27/10/2020
CUST0158,Zainab Garba,Female,19/10/1995,Akure,Nigeria,zainab.garba@yahoo.com,08062655110,24/04/2020
CUST0159,Joy Ibrahim,Female,10/12/1965,Aba,Nigeria,joy.ibrahim@gmail.com,09186101581,23/02/2018
CUST0160,Chiamaka Suleiman,Female,24/07/1978,Lagos,Nigeria,chiamaka.suleiman@hotmail.com,09139826224,10/04/2020
CUST0161,Yetunde Ikechukwu,Female,02/07/1967,Ibadan,Nigeria,yetunde.ikechukwu@hotmail.com,07054379937,17/09/2017
CUST0162,Tunde Okoye,Male,26/11/1974,Lagos,Nigeria,tunde.okoye@hotmail.com,08169245937,09/06/2021
CUST0163,Ngozi Suleiman,Female,18/12/1992,Ilorin,Nigeria,ngozi.suleiman@hotmail.com,08164651939,08/04/2020
CUST0164,Kehinde Garba,Male,14/08/1992,Abeokuta,Nigeria,kehinde.garba@hotmail.com,08116724342,21/04/2017
CUST0165,Folake Suleiman,Female,27/10/1986,Port Harcourt,Nigeria,folake.suleiman@hotmail.com,09080589113,14/01/2022
CUST0166,Ngozi Ojo,Female,06/04/1985,Akure,Nigeria,ngozi.ojo@hotmail.com,09010143888,01/07/2017
CUST0167,Peter Ibrahim,Male,24/08/1994,Uyo,Nigeria,peter.ibrahim@yahoo.com,,12/03/2022
CUST0168,Babatunde Balogun,Male,16/04/1997,Port Harcourt,Nigeria,babatunde.balogun@yahoo.com,08087571775,21/04/2018
CUST0169,Babatunde Obi,Male,02/02/1998,Kano,Nigeria,babatunde.obi@outlook.com,08038282586,03/04/2017
CUST0170,Hauwa Ahmed,Female,19/07/1976,Uyo,Nigeria,hauwa.ahmed@yahoo.com,07093796603,24/01/2024
CUST0171,Sani Garba,Male,16/02/1969,Port Harcourt,Nigeria,sani.garba@yahoo.com,07047859696,23/06/2023
CUST0172,Chukwuemeka Ibrahim,Male,24/06/1975,Warri,Nigeria,chukwuemeka.ibrahim@outlook.com,08051341252,04/12/2023
CUST0173,Ruth Umar,Female,04/06/1994,Ibadan,Nigeria,ruth.umar@hotmail.com,08082742257,13/06/2023
CUST0174,Adewale Ibrahim,Male,14/02/1966,Lagos,Nigeria,adewale.ibrahim@yahoo.com,09176767721,08/06/2022
CUST0175,Nnamdi Garba,Male,19/06/1961,Benin City,Nigeria,nnamdi.garba@outlook.com,09097881914,11/04/2020
CUST0176,Khadija Umeh,Female,06/08/1999,Abuja,Nigeria,khadija.umeh@yahoo.com,08040745171,10/07/2025
CUST0177,Kelechi Ahmed,Male,16/06/1991,Onitsha,Nigeria,kelechi.ahmed@hotmail.com,08030958498,23/09/2024
CUST0178,Olamide Abubakar,Male,09/09/1985,Jos,Nigeria,olamide.abubakar@outlook.com,07026042232,31/03/2020
CUST0179,Titi Adeyemi,Female,18/05/1966,Uyo,Nigeria,titi.adeyemi@outlook.com,07016845775,28/06/2022
CUST0180,Adewale Garba,Male,16/02/2001,Port Harcourt,Nigeria,adewale.garba@outlook.com,09036374545,13/03/2025
CUST0181,Ifeanyi Onwudiwe,Male,02/11/1990,Maiduguri,Nigeria,ifeanyi.onwudiwe1@gmail.com,09001277063,03/11/2025
CUST0182,Oluwatobi Ojo,Male,23/03/1999,Jos,Nigeria,oluwatobi.ojo@outlook.com,07052064361,14/10/2018
CUST0183,Emeka Afolayan,Male,14/12/1965,Maiduguri,Nigeria,emeka.afolayan@yahoo.com,07051627136,16/11/2017
CUST0184,Mubarak Ahmed,Male,20/01/1974,Kano,Nigeria,mubarak.ahmed@outlook.com,08021890927,27/02/2018
CUST0185,Halima Afolayan,Female,20/08/1987,Ibadan,Nigeria,halima.afolayan@hotmail.com,07021965652,14/08/2021
CUST0186,Sani Ojo,Male,27/10/1984,Port Harcourt,Nigeria,sani.ojo@outlook.com,08138983640,14/10/2019
CUST0187,John Suleiman,Male,30/05/1982,Kano,Nigeria,john.suleiman@gmail.com,08152696582,15/09/2019
CUST0188,Sade Musa,Female,21/01/1966,Lagos,Nigeria,sade.musa@gmail.com,,03/08/2023
CUST0189,Nnamdi Suleiman,Male,12/03/1988,Sokoto,Nigeria,nnamdi.suleiman@hotmail.com,09189241418,19/03/2020
CUST0190,Nnamdi Chima,Male,11/07/1977,Abeokuta,Nigeria,nnamdi.chima@gmail.com,08003161799,31/08/2020
CUST0191,Babatunde Owolabi,Male,26/07/1960,Enugu,Nigeria,babatunde.owolabi@yahoo.com,08188425241,05/05/2018
CUST0192,Olamide Ahmed,Male,01/07/1983,Calabar,Nigeria,olamide.ahmed@gmail.com,07077850792,20/01/2020
CUST0193,Ngozi Ogunleye,Female,07/05/1970,Kano,Nigeria,ngozi.ogunleye@yahoo.com,,09/06/2023
CUST0194,Uche Obi,Male,06/03/1977,Maiduguri,Nigeria,uche.obi@yahoo.com,07086353654,30/01/2021
CUST0195,Ifeanyi Ibrahim,Male,15/03/1990,Kano,Nigeria,ifeanyi.ibrahim@gmail.com,07061744518,19/08/2022
CUST0196,Chioma Ibrahim,Female,16/04/1985,Kaduna,Nigeria,chioma.ibrahim@outlook.com,08197383206,09/04/2020
CUST0197,Uche Johnson,Male,10/11/1960,Owerri,Nigeria,uche.johnsonoutlook.com,08113836702,18/02/2024
CUST0198,Zainab Obi,Female,12/07/1978,Benin City,Nigeria,zainab.obi@outlook.com,09118261990,30/10/2022
CUST0199,Olamide Chima,Female,16/09/1971,Benin City,Nigeria,olamide.chima@outlook.com,08157431329,09/04/2020
CUST0200,Tunde Bello,Male,26/11/1980,Enugu,Nigeria,tunde.bello@outlook.com,08074741124,16/01/2022
CUST0201,Kelechi Umeh,Male,03/02/1964,Ilorin,Nigeria,kelechi.umeh@yahoo.com,07044206788,31/08/2018
CUST0202,Yakubu Onyeka,Male,16/07/1972,Kano,Nigeria,yakubu.onyekagmail.com,08023651994,26/11/2025
CUST0203,Emeka Musa,Male,13/10/1999,Kaduna,Nigeria,emeka.musa@yahoo.com,08110702966,30/03/2024
CUST0204,Chioma Suleiman,Female,17/11/1975,Calabar,Nigeria,chioma.suleiman@yahoo.com,09020999347,09/12/2018
CUST0205,Uduak Johnson,Female,08/12/1963,Maiduguri,Nigeria,uduak.johnson@outlook.com,09138065787,07/09/2017
CUST0206,Bimpe Peter,Female,03/06/1977,Sokoto,Nigeria,bimpe.peter@outlook.com,08004078593,10/08/2020
CUST0207,Yakubu Adeyemi,Male,09/12/1983,Benin City,Nigeria,yakubu.adeyemi@gmail.com,09165223955,28/12/2019
CUST0208,Sulaiman Abubakar,Male,30/09/1972,Owerri,Nigeria,sulaiman.abubakar@yahoo.com,09084270103,15/05/2023
CUST0209,Emeka Lawal,Male,18/11/1974,Maiduguri,Nigeria,emeka.lawal@yahoo.com,08050029218,03/01/2017
CUST0210,Zainab Ibrahim,Female,23/01/1969,Uyo,Nigeria,zainab.ibrahim@outlook.com,08067528953,29/07/2023
CUST0211,Ahmed Okoye,Male,21/12/1967,Jos,Nigeria,ahmed.okoye@gmail.com,09090295939,06/06/2018
CUST0212,Haruna Ikechukwu,Male,07/06/1993,Ibadan,Nigeria,haruna.ikechukwu@gmail.com,08015704331,18/09/2020
CUST0213,Yetunde Ahmed,Female,11/02/1960,Kano,Nigeria,yetunde.ahmed@gmail.com,08067658617,29/01/2025
CUST0214,Segun Onyeka,Male,30/12/1962,Port Harcourt,Nigeria,segun.onyeka@outlook.com,07015262181,18/12/2025
CUST0215,Amina Umar,Female,12/10/1962,Maiduguri,Nigeria,amina.umar1@hotmail.com,09020153368,25/11/2024
